50 0.029973711 0.028070045 24
60 0.04845489 0.047134848 39
70 0.059085752666666665 0.055642753 54
80 0.09662218733333333 0.08995111 66
90 0.16853189833333335 0.13351681 84
100 0.26045782666666667 0.208713879 104
110 0.279866657 0.265011478 118
120 0.44996363833333336 0.41425509 143
130 0.5393475453333334 0.529817347 162
140 0.5904162543333332 0.552108082 194
150 0.7574315193333333 0.684049824 232
160 0.8735272053333333 0.861670889 265
170 1.0431711543333335 0.983560551 297
180 1.2233923126666666 1.201281747 332
190 1.4325651339999999 1.384759795 370
200 1.668484977 1.620764964 404
210 1.8810973110000002 1.854650674 455
220 2.241029237 2.203962891 499
230 2.4859493599999998 2.465929318 546
240 2.8000583003333332 2.781580698 589
250 3.163025666333333 3.133073564 628
260 3.5815609493333334 3.522895174 675
270 3.9580022429999997 3.927873414 729
280 4.4981781703333334 4.481565583 783
290 4.978037390333333 4.944281908 838
300 5.396928654 5.360109111 894
310 6.119161352333333 6.100785548 960
320 6.792787992 6.756073442 1027
330 7.367352902666667 7.360648781 1079
340 8.106921808333333 8.061804208 1144
350 8.851869993 8.810327228 1211
360 9.467264022666667 9.426199825 1268
370 10.344013580666667 9.845889854 1341
380 11.612520193666667 11.510745231 1417
390 12.387891461333334 12.354884975 1490
400 13.569424316333333 13.520279804 1571
410 14.598368131666666 14.429773516 1653
420 15.703356274999999 15.202808818 1742
430 16.825511115666664 16.785251263 1818
440 17.610934880666665 17.512286248 1902
450 19.340271276666666 19.168511617 1996
460 20.325658275666665 20.224773855 2082
470 22.76032638166667 22.50383136 2184
480 25.213710626333334 25.130772652 2289
490 26.548125772000002 26.115654195 2399
500 27.267032667666665 26.919639318 2508
510 29.135410682 29.006465556 2609
520 32.01623821966667 31.966416126 2715
530 34.10377486833334 33.868445098 2829
540 35.712243725 35.589451439 2939
550 38.62183973333333 38.505512399 3049
560 38.872783042 38.40560348 3170
570 42.06100781166666 41.129594269 3284
580 42.64878491333334 42.436366687 3399
590 46.281550791 46.15662933 3500
600 48.71301440799999 47.88197414 3642
610 51.68165007666666 50.605453082 3738
620 56.423370936333335 56.098639365 3849
630 59.29260507433333 58.990648801 3986
640 60.064723328666666 57.668747234 4107
650 62.91939381766667 62.220740536 4224
660 68.37525589799999 68.13877012 4366
670 66.340802394 65.34092801 4476
680 71.80456810833334 71.494533836 4601
690 71.843983043 70.7194565 4733
700 78.88484358433334 78.80367487 4873
710 79.16817126299999 79.046398168 5031
720 84.00918296933334 82.81194309 5152
730 88.53874634533334 85.890460969 5300
740 93.98752737566666 93.482480263 5452
750 98.72763445666665 98.570035599 5606
760 103.03833801133334 102.809507489 5743
770 105.03884446633333 104.324840823 5887
780 111.69889494766669 108.902095035 6048
790 113.77436426199999 110.460563657 6203
800 117.955683819 115.398457942 6381
810 124.04765202566666 123.845918215 6536
25 0.002930939333333333 0.002867755 9
35 0.010210847666666667 0.009442235 15
45 0.01674672066666667 0.016414073 19
55 0.029219448999999998 0.028521969 33
65 0.051098115 0.044883928 47
75 0.081724489 0.071979789 61
85 0.10910979266666666 0.10845751 71
95 0.16501928966666668 0.15954464 95
105 0.22159020233333335 0.221175335 112
115 0.28871823166666666 0.287145842 128
125 0.3657637753333334 0.360660345 153
135 0.4702674786666667 0.461572822 174
145 0.5887720533333333 0.587568329 213
155 0.7219001843333333 0.717459389 252
165 0.8523816843333334 0.846370681 275
175 1.0273974426666665 1.022695602 311
185 1.2173399 1.204598784 353
195 1.414685846 1.411768734 390
205 1.652137484 1.639164059 431
215 1.887383504 1.878694617 471
225 2.1939936926666666 2.188001504 519
235 2.5154679043333332 2.509731729 566
245 2.8168210269999996 2.804303568 606
255 3.155485764666667 3.13844032 651
265 3.49449549 3.468598214 703
275 4.017677158333334 4.013379197 755
285 4.415748590333333 4.397276124 817
295 4.938798985000001 4.906870251 865
305 5.440769834666667 5.385240821 928
315 6.118282074333334 6.104698037 994
325 6.733923863333334 6.696369993 1054
335 7.320614304333333 7.26252444 1103
345 8.065625957 8.058502319 1179
355 9.066697382666668 8.790301892 1238
365 9.966569738 9.884115184 1303
375 11.109010419999999 11.049317908 1386
385 11.905843215666666 11.871212842 1450
395 13.065404033333332 12.974417596 1537
405 14.044849969666666 14.017563954 1611
10 0.00020909400000000003 0.000156367 1
20 0.0036650903333333338 0.002837043 6
30 0.006041323 0.004720939 10
40 0.01408074 0.011986557 16
5 0.00016943333333333335 0.000154353 1
15 0.0008929646666666667 0.000632915 2
415 15.210532055666667 15.084798345 1689
425 16.372690562666666 16.312699513 1778
435 17.630781566 17.435945111 1860
445 18.820214647666667 18.786523382 1937
455 20.990796979666666 20.804914641 2036
465 23.049251276333333 22.819287106 2134
475 24.060132425333336 23.628572007 2242
485 26.461800223666668 26.423255746 2337
495 28.23810049533333 28.121440956 2451
505 28.063539047666666 27.941646032 2545
515 31.46236970866667 31.262087774 2660
525 31.817529466999996 30.842567995 2768
535 34.05523542066667 33.491392386 2892
545 36.63692759633333 36.428030315 2989
