50 0.9253125026666668 0.87322508 2450
60 1.7162687936666667 1.685667679 3540
70 2.7943484366666667 2.748564058 4830
80 4.116751189666666 4.036718458 6320
90 5.993678842333334 5.928714209 8010
100 8.829671456999998 8.817144496 9900
110 12.295058625333333 12.158108066 11990
120 16.44699299133333 16.344779597 14280
130 21.029037013333333 20.955480893 16770
140 27.103200918 26.951905537 19460
150 33.93962623866667 33.767268586 22350
160 42.761857852 42.626201269 25440
170 52.776248380666665 52.576592106 28730
180 63.459575924666666 62.764303978 32220
190 73.85503283833333 72.894837579 35910
200 87.99829738633332 87.917122229 39800
210 98.97071738833334 98.099497865 43890
220 117.01938747899999 116.940271895 48180
230 134.77946016066664 134.232326987 52670
5 0.0006784746666666667 0.000649651 20
10 0.005646734 0.005526568 90
15 0.014399645 0.014250337 210
20 0.032480362 0.032239091 380
25 0.07048435633333333 0.070333851 600
30 0.13758694266666666 0.135408115 870
35 0.24592125966666667 0.244072823 1190
40 0.40701214466666663 0.403123648 1560
45 0.6222438456666667 0.611585825 1980
55 1.248738845 1.236476994 2970
65 2.15895925 2.156246457 4160
75 3.3968611986666666 3.390522766 5550
85 4.784031079000001 4.728994463 7140
95 7.134867752000001 7.116962556 8930
105 10.426295461 10.349960005 10920
115 14.104455070666667 14.024114771 13110
125 18.721434237666667 18.60481765 15500
135 23.787096759333338 23.655380754 18090
145 30.278354303 30.104252074 20880
155 38.43337434233333 38.153190974 23870
165 47.168238099999996 47.058925427 27060
175 57.77269710633334 57.602595866 30450
185 68.11102489933334 67.998687782 34040
195 81.138957319 80.959630093 37830
205 93.630368974 93.236658433 41820
215 108.20408832766668 106.614149967 46010
225 126.37499573033334 124.441904107 50400
